# Sigma = 0.100000
       -0.8648286786        0.0000000000
       -0.8042841638        0.0000000000
       -0.7437396489        0.0000000000
       -0.6831951341        0.0000000000
       -0.6226506193        0.0000000000
       -0.5621061044        0.0000000000
       -0.5015615896        0.0000000000
       -0.4410170748        0.0000000002
       -0.3804725599        0.0000000066
       -0.3199280451        0.0000001242
       -0.2593835303        0.0000016303
       -0.1988390155        0.0000148701
       -0.1382945006        0.0000945146
       -0.0777499858        0.0004210671
       -0.0172054710        0.0013308017
        0.0433390439        0.0030576738
        0.1038835587        0.0053478785
        0.1644280735        0.0076670789
        0.2249725884        0.0098482589
        0.2855171032        0.0121896808
        0.3460616180        0.0153371512
        0.4066061329        0.0205934390
        0.4671506477        0.0295160300
        0.5276951625        0.0419387346
        0.5882396774        0.0549578735
        0.6487841922        0.0654494392
        0.7093287070        0.0730855918
        0.7698732218        0.0805502043
        0.8304177367        0.0920670272
        0.8909622515        0.1108160000
        0.9515067663        0.1353033294
        1.0120512812        0.1589148166
        1.0725957960        0.1766808673
        1.1331403108        0.1912797078
        1.1936848257        0.2097043960
        1.2542293405        0.2379156902
        1.3147738553        0.2775621883
        1.3753183702        0.3231304634
        1.4358628850        0.3659797890
        1.4964073998        0.4035355692
        1.5569519146        0.4434876316
        1.6174964295        0.4982065566
        1.6780409443        0.5719614181
        1.7385854591        0.6579234094
        1.7991299740        0.7540633191
        1.8596744888        0.8753075454
        1.9202190036        1.0436820941
        1.9807635185        1.2694475453
        2.0413080333        1.5476090245
        2.1018525481        1.8757907187
        2.1623970630        2.2621219399
        2.2229415778        2.6857336661
        2.2834860926        3.0523764689
        2.3440306075        3.2498755660
        2.4045751223        3.2622558728
        2.4651196371        3.1754276521
        2.5256641519        3.0800209286
        2.5862086668        3.0099916131
        2.6467531816        2.9526480155
        2.7072976964        2.8854569286
        2.7678422113        2.7991910593
        2.8283867261        2.6956358244
        2.8889312409        2.5855285187
        2.9494757558        2.4914287250
        3.0100202706        2.4284906335
        3.0705647854        2.3761554728
        3.1311093003        2.2881921336
        3.1916538151        2.1304259812
        3.2521983299        1.8890384982
        3.3127428448        1.5579983777
        3.3732873596        1.1547463441
        3.4338318744        0.7475305235
        3.4943763892        0.4305935535
        3.5549209041        0.2505183286
        3.6154654189        0.1771337401
        3.6760099337        0.1534869777
        3.7365544486        0.1457160276
        3.7970989634        0.1449799230
        3.8576434782        0.1516568164
        3.9181879931        0.1654770178
        3.9787325079        0.1820785926
        4.0392770227        0.1959870810
        4.0998215376        0.2041359262
        4.1603660524        0.2077207503
        4.2209105672        0.2145071863
        4.2814550821        0.2318895101
        4.3419995969        0.2552555681
        4.4025441117        0.2732604145
        4.4630886265        0.2834830788
        4.5236331414        0.2945080983
        4.5841776562        0.3145901410
        4.6447221710        0.3436723542
        4.7052666859        0.3743065793
        4.7658112007        0.3996960003
        4.8263557155        0.4235757908
        4.8869002304        0.4567091486
        4.9474447452        0.5026133369
        5.0079892600        0.5545572087
        5.0685337749        0.6092699912
        5.1290782897        0.6762583870
