# Sigma = 0.100000
        5.8556124677        1.0317272017        1.0317272017        0.0320897958        0.0320897958
        5.9161569825        0.8568108649        0.8568108649        0.0250431098        0.0250431098
        5.9767014973        0.6012216274        0.6012216274        0.0171922053        0.0171922053
        6.0372460122        0.3456155575        0.3456155575        0.0099284741        0.0099284741
        6.0977905270        0.1586627766        0.1586627766        0.0046412470        0.0046412470
        6.1583350418        0.0568179994        0.0568179994        0.0016989573        0.0016989573
        6.2188795567        0.0155192346        0.0155192346        0.0004735362        0.0004735362
        6.2794240715        0.0031676433        0.0031676433        0.0000982506        0.0000982506
        6.3399685863        0.0004748849        0.0004748849        0.0000149139        0.0000149139
        6.4005131011        0.0000515839        0.0000515839        0.0000016350        0.0000016350
        6.4610576160        0.0000040183        0.0000040183        0.0000001282        0.0000001282
        6.5216021308        0.0000002228        0.0000002228        0.0000000071        0.0000000071
        6.5821466456        0.0000000087        0.0000000087        0.0000000003        0.0000000003
        6.6426911605        0.0000000002        0.0000000002        0.0000000000        0.0000000000
        6.7032356753        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        6.7637801901        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        6.8243247050        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        6.8848692198        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        6.9454137346        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        7.0059582495        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        7.0665027643        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        7.1270472791        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        7.1875917940        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        7.2481363088        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        7.3086808236        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        7.3692253384        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        7.4297698533        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        7.4903143681        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        7.5508588829        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        7.6114033978        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        7.6719479126        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        7.7324924274        0.0000000006        0.0000000006        0.0000000013        0.0000000013
        7.7930369423        0.0000000152        0.0000000152        0.0000000321        0.0000000321
